,Address,Cars,Bluecar counter,Utilib counter,Utilib 1.4 counter,Charge Slots,Charging Status,City,ID,Kind,Postal code,Rental status,Slots,Station type,Status,Subscription status,Date,Time
2910,136 boulevard Raspail,0,0,0,0,0,broken,Paris,paris-raspail-136,STATION,75006,broken,0,station,closed,nonexistent,2018-04-02 00:00:00,2020-05-29 01:22:00
2911,1 rue de Verdun,5,5,0,1,0,nonexistent,Clamart,clamart-verdun-1,STATION,92140,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 18:30:00
2912,6 Rue de Metz,1,1,0,0,0,nonexistent,Paris,paris-metz-6,STATION,75010,operational,2,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 17:54:00
2913,63 avenue du 18 juin 1940,2,2,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-18juin1940-63,STATION,92500,operational,2,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 11:25:00
2914,126 rue d'Aubervilliers,4,4,0,0,1,operational,Paris,paris-aubervilliers-126,STATION,75019,operational,2,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 12:15:00
2915,14 avenue ThÃ©ophile Gauthier,5,5,0,0,0,operational,Paris,paris-theophilegauthier-14,STATION,75016,operational,1,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 01:33:00
2916,122 ter Rue de Picpus,4,4,1,0,0,operational,Paris,paris-picpus-122,STATION,75012,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 10:45:00
2917,27 Rue des Batignolles,1,1,0,1,0,operational,Paris,paris-batignolles-27,STATION,75017,operational,2,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 21:37:00
2918,18 rue Madame,0,0,0,0,0,nonexistent,Paris,paris-madame-18,STATION,75006,operational,4,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 03:57:00
2919,Quai de SÃ¨vres,0,0,0,0,0,nonexistent,SÃ¨vres,sevres-manufacturenationale-1,PARKING,92310,operational,6,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 05:16:00
2920,67 Rue Dulong,0,0,0,0,1,operational,Paris,paris-dulong-67,STATION,75017,operational,5,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 11:55:00
2921,24 rue Caillaux,1,1,0,0,1,operational,Paris,paris-caillaux-24,STATION,75013,operational,2,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 00:19:00
2922,69 boulevard Pasteur,0,0,0,0,0,nonexistent,Paris,paris-pasteur2-parking,PARKING,75015,broken,0,station,closed,nonexistent,2018-04-07 00:00:00,2020-05-29 07:55:00
2923,1 rue des Bois,4,4,0,0,0,nonexistent,Paris,paris-bois-1,STATION,75019,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 23:32:00
2924,121 avenue AndrÃ© Morizet,3,3,0,0,0,nonexistent,Boulogne-Billancourt,boulognebillancourt-andremorizet-121,STATION,92100,operational,1,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 22:35:00
2925,182 Boulevard Voltaire,5,5,0,0,0,operational,Paris,paris-voltaire-182,STATION,75011,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 09:31:00
2926,2 Rue Marcel Monge,5,5,0,0,0,operational,Suresnes,suresnes-marcelmonge-2,STATION,92150,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 14:43:00
2927,42 rue Pierre Brossolette,2,2,0,0,0,nonexistent,Colombes,colombes-pierrebrossolette-42,STATION,92700,operational,4,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 16:54:00
2928,2 Avenue de Taillebourg,2,2,0,0,2,operational,Paris,paris-taillebourg-2,STATION,75011,operational,4,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 01:22:00
2929,52 rue Charles Hermite,0,0,0,0,0,broken,Paris,paris-charleshermite-52,STATION,75018,broken,0,station,closed,nonexistent,2018-04-01 00:00:00,2020-05-29 00:51:00
2930,128 avenue de la RÃ©publique,4,4,0,1,0,operational,Paris,paris-republique-128,STATION,75011,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 16:57:00
2931,143 Rue La Fayette,1,1,0,0,0,nonexistent,Paris,paris-lafayette-143,STATION,75010,operational,2,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 08:56:00
2932,22 Rue Auguste Blanqui,4,4,0,0,0,nonexistent,Drancy,drancy-augusteblanqui-22,STATION,93700,operational,1,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 18:49:00
2933,60 Avenue Victor Hugo,1,1,0,0,0,operational,Paris,paris-victorhugo-60,SPACE,75016,operational,3,full_station,ok,broken,2018-04-06 00:00:00,2020-05-29 03:43:00
2934,126 rue de Colombes,0,0,0,0,0,nonexistent,La Garenne-Colombes,lagarennecolombes-colombes-126,STATION,92250,operational,6,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 13:14:00
2935,73 avenue des Ternes,3,3,0,0,0,operational,Paris,paris-ternes-73,SPACE,75017,operational,1,full_station,ok,operational,2018-04-01 00:00:00,2020-05-29 23:31:00
2936,2 rue Pierre Renaudel,1,1,0,0,0,nonexistent,Champigny-sur-Marne,champignysurmarne-pierrerenaudel-2,SPACE,94500,operational,3,full_station,ok,operational,2018-04-02 00:00:00,2020-05-29 19:32:00
2937,2 rue Jean Cocteau,1,1,0,0,2,operational,Paris,paris-jeancocteau-2,STATION,75018,operational,5,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 01:54:00
2938,18 Boulevard Garibaldi,5,5,0,1,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-garibaldi-18,STATION,92130,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 05:31:00
2939,7 rue Raymond Pitet,3,3,0,0,0,operational,Paris,paris-raymondpitet-7,STATION,75017,operational,2,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 12:15:00
2940,11 rue Henri Say,6,6,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-henrisay-11,STATION,92600,operational,0,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 08:11:00
2941,21 rue Fernand Braudel,0,0,0,0,0,nonexistent,Paris,paris-fernandbraudel-21,STATION,75013,operational,4,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 07:48:00
2942,54 Rue David d'Angers,1,1,0,0,2,operational,Paris,paris-daviddangers-54,STATION,75019,operational,5,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 12:44:00
2943,70 Boulevard de Clichy,0,0,0,0,1,operational,Paris,paris-clichy-70,STATION,75018,operational,4,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 07:46:00
2944,20 avenue RaphaÃ«l,3,3,0,0,0,operational,Paris,paris-raphael-20,STATION,75016,operational,1,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 04:55:00
2945,10 rue Jacques Mazaud,0,0,0,0,0,nonexistent,Levallois-Perret,levalloisperret-verdun-parking,PARKING,92300,operational,1,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 14:59:00
2946,16 rue du TÃ©lÃ©graphe,2,2,0,0,0,operational,Paris,paris-telegraphe-16,STATION,75020,operational,2,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 17:20:00
2947,335 rue Gabriel PÃ©ri,2,2,0,0,0,nonexistent,Colombes,colombes-gabrielperi-335,STATION,92700,operational,3,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 00:24:00
2948,1bis rue Ravignan,1,1,0,1,1,operational,Paris,paris-ravignan-1,STATION,75018,operational,3,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 16:09:00
2949,11 avenue Georges Lafenestre,3,3,0,1,1,operational,Paris,paris-georgeslafenestre-11,STATION,75014,operational,1,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 13:19:00
2950,1 rue Jean Sicard,5,5,0,0,0,operational,Paris,paris-jeansicard-1,STATION,75015,operational,0,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 10:44:00
2951,7 Rue du Chevalier de la Barre,0,0,0,0,0,nonexistent,Le Bourget,lebourget-chevalierdelabarre-7,STATION,93350,broken,0,station,closed,nonexistent,2018-04-07 00:00:00,2020-05-29 22:59:00
2952,178 Avenue GalliÃ©ni,0,0,0,0,0,nonexistent,Saint-MandÃ©,saintmande-gallieni-178,SPACE,94160,operational,6,full_station,ok,broken,2018-04-07 00:00:00,2020-05-29 23:21:00
2953,33 Avenue Sully Prudhomme,4,4,0,0,0,nonexistent,ChÃ¢tenay-Malabry,chatenaymalabry-sullyprudomme-33,STATION,92290,operational,1,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 04:21:00
2954,181 quater Avenue de Clichy,0,0,0,0,0,nonexistent,Paris,paris-clichy-181,STATION,75017,operational,2,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 18:37:00
2955,52 rue Charles Hermite,0,0,0,0,0,broken,Paris,paris-charleshermite-52,STATION,75018,broken,0,station,closed,nonexistent,2018-04-05 00:00:00,2020-05-29 09:03:00
2956,35 rue Mathis,1,1,0,0,0,nonexistent,Paris,paris-mathis-35,STATION,75019,operational,3,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 02:47:00
2957,3 avenue Paul Doumer,4,4,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-pauldoumer-3,STATION,92500,operational,2,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 09:59:00
2958,2 avenue Georges Pompidou,0,0,0,0,0,nonexistent,Sucy-en-Brie,sucyenbrie-georgespompidou-2,STATION,94370,future,0,station,scheduled,nonexistent,2018-04-02 00:00:00,2020-05-29 15:32:00
2959,4 rue Alexis de Tocqueville,6,6,0,1,0,nonexistent,Antony,antony-alexisdetocqueville-4,STATION,92160,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 09:59:00
2960,43 Rue de Monceau,0,0,2,0,2,operational,Paris,paris-monceau-43,STATION,75008,operational,4,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 08:42:00
2961,44 Avenue de Suffren,0,0,0,0,0,nonexistent,Paris,paris-suffren-44,STATION,75015,operational,3,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 08:14:00
2962,36 quai de BÃ©thune,0,0,0,0,0,operational,Paris,paris-bethune-36,STATION,75004,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 18:39:00
2963,5 rue de Bellechasse,0,0,0,0,0,nonexistent,Paris,paris-bellechasse-5,STATION,75007,operational,4,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 04:26:00
2964,2 Rue des EntrepÃ´ts,2,2,0,0,0,nonexistent,Saint-Ouen,saintouen-entrepots-2,STATION,93400,operational,2,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 14:31:00
2965,143 boulevard Vincent Auriol,1,1,0,0,0,operational,Paris,paris-vincentauriol-143,SPACE,75013,operational,0,full_station,ok,operational,2018-04-01 00:00:00,2020-05-29 17:58:00
2966,22 Boulevard de Belleville,0,0,0,1,0,nonexistent,Paris,paris-belleville-22,STATION,75020,operational,3,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 04:37:00
2967,2 rue Jean Cocteau,0,0,0,0,2,operational,Paris,paris-jeancocteau-2,STATION,75018,operational,5,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 22:40:00
2968,9 Rue de la Gare,5,5,0,0,0,nonexistent,Nanterre,nanterre-gare-9,STATION,92000,operational,1,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 22:03:00
2969,172 boulevard Diderot,2,2,0,1,1,operational,Paris,paris-diderot-172,SPACE,75012,operational,2,full_station,ok,broken,2018-04-02 00:00:00,2020-05-29 09:44:00
2970,17 Rue Ãmile Zola,0,0,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-emilezola-17,STATION,92600,broken,0,station,closed,nonexistent,2018-04-01 00:00:00,2020-05-29 23:16:00
2971,70 Avenue Paul Langevin,4,4,0,0,0,nonexistent,Fontenay-aux-Roses,fontenayauxroses-paullangevin-70,STATION,92260,operational,1,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 16:19:00
2972,3 Rue Yves Toudic,0,0,0,0,0,broken,Paris,paris-yvestoudic-3,STATION,75010,broken,0,station,closed,nonexistent,2018-04-01 00:00:00,2020-05-29 14:07:00
2973,11 rue Robert Lavergne,6,6,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-robertlavergne-11,STATION,92600,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 20:55:00
2974,2 Rue Marcelin Berthelot,3,3,0,0,0,nonexistent,Drancy,drancy-marcelinberthelot-2,STATION,93700,operational,2,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 15:49:00
2975,5 Rue Jean Marin Naudin,4,4,0,0,0,nonexistent,Bagneux,bagneux-jeanmarinnaudin-5,STATION,92220,operational,2,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 01:13:00
2976,18 rue Madame,0,0,0,0,0,nonexistent,Paris,paris-madame-18,STATION,75006,operational,2,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 21:24:00
2977,45 Avenue de la Bourdonnais,0,0,0,0,0,operational,Paris,paris-bourdonnais-45,STATION,75007,operational,4,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 23:22:00
2978,19 place de la Madeleine,0,0,0,0,0,nonexistent,Paris,paris-madeleinetronchet-parking,PARKING,75008,operational,6,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 22:35:00
2979,71 rue Caulaincourt,5,5,0,0,0,nonexistent,Paris,paris-caulincourt-71,STATION,75018,operational,1,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 18:36:00
2980,1bis Avenue Joseph Franceschi,0,0,0,0,0,nonexistent,Alfortville,alfortville-josephfranceschi-1,STATION,94140,operational,5,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 11:48:00
2981,22 Avenue Jean JaurÃ¨s,6,6,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-jeanjaures-22,STATION,92130,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 21:51:00
2982,15 bis rue de Tolbiac,1,1,0,0,0,nonexistent,Paris,paris-tolbiac-15,STATION,75013,operational,3,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 12:35:00
2983,26 boulevard Gouvion Saint-Cyr,5,5,0,1,0,nonexistent,Paris,paris-gouvionmaillot-parking,PARKING,75017,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 12:16:00
2984,87 rue Martre,5,5,0,0,0,nonexistent,Clichy la garenne,clichylagarenne-martre-87,STATION,92210,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 08:27:00
2985,9 rue Philibert Delorme,0,0,0,0,0,nonexistent,Guyancourt,guyancourt-philibertdelorme-9,STATION,78280,future,0,station,scheduled,nonexistent,2018-04-08 00:00:00,2020-05-29 08:21:00
2986,25 rue de la Plaine,0,0,0,0,1,operational,Paris,paris-plaine-25,STATION,75020,operational,5,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 17:26:00
2987,2 rue PÃ©trarque,0,0,0,0,0,operational,Paris,paris-petrarque-2,STATION,75016,operational,0,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 07:56:00
2988,11 rue Robert Lavergne,6,6,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-robertlavergne-11,STATION,92600,operational,0,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 05:37:00
2989,13 Rue de l'Union,6,6,0,0,0,nonexistent,Nanterre,nanterre-union-13,STATION,92000,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 06:34:00
2990,33 route du PavÃ© des Gardes,1,1,0,0,0,nonexistent,Chaville,chaville-pavedesgardes-33,STATION,92370,operational,5,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 03:48:00
2991,8 Avenue de la Porte de Montrouge,0,0,0,0,2,operational,Paris,paris-portedemontrouge-8,STATION,75014,operational,6,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 14:09:00
2992,10 avenue Georges ClÃ©menceau,6,6,0,0,0,nonexistent,Nogent-sur-Marne,nogentsurmarne-georgesclemenceau-10,STATION,94130,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 21:01:00
2993,5 boulevard de Bercy,2,2,0,1,1,operational,Paris,paris-bercy-5,STATION,75112,operational,2,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 09:46:00
2994,215 rue Henri Barbusse,3,3,0,1,0,nonexistent,Argenteuil,argenteuil-henribarbusse-215,STATION,95100,operational,2,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 08:30:00
2995,75 Rue de la Convention,2,2,0,0,0,nonexistent,Paris,paris-convention-75,STATION,75015,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 08:39:00
2996,243 rue Saint-Martin,0,0,0,0,1,operational,Paris,paris-saintmartin-243,STATION,75003,operational,3,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 03:17:00
2997,11 Avenue Richerand,3,3,0,0,1,operational,Paris,paris-richerand-11,STATION,75010,operational,2,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 22:40:00
2998,20 Boulevard Ãmile Augier,3,3,0,1,0,operational,Paris,paris-emileaugier-20,STATION,75016,operational,1,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 01:29:00
2999,1 rue Henry Espaullard,5,5,0,0,0,nonexistent,Noisy-le-Sec,noisylesec-henryespaullard-1,STATION,93130,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 09:05:00
3000,4 avenue de la SÅur Rosalie,0,0,0,0,0,nonexistent,Paris,paris-soeurrosalie-4,STATION,75013,operational,4,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 10:32:00
3001,19 Rue Polonceau,2,2,0,1,0,nonexistent,Paris,paris-polonceau-19,STATION,75018,operational,1,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 10:45:00
3002,2 square TolstoÃ¯,2,2,0,0,0,operational,Paris,paris-squaretolstoi-2,STATION,75016,operational,2,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 08:02:00
3003,8 avenue Ãdouard Belin,1,1,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-edouardbelin-8,STATION,92500,operational,3,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 01:29:00
3004,16 rue du TÃ©lÃ©graphe,4,4,0,0,0,operational,Paris,paris-telegraphe-16,STATION,75020,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 02:32:00
3005,48 Rue Henri Huchard,1,1,0,0,2,operational,Paris,paris-henrihuchard-48,STATION,75018,operational,2,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 20:42:00
3006,1 Avenue Marceau,0,0,0,0,1,operational,Paris,paris-marceau-1,STATION,75016,operational,5,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 06:52:00
3007,271 Boulevard Pereire,0,0,0,0,2,operational,Paris,paris-pereire-271,STATION,75017,operational,6,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 17:54:00
3008,18 rue Pasteur,3,3,0,0,0,nonexistent,Saint-Cloud,saintcloud-pasteur-18,STATION,92210,operational,3,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 14:05:00
3009,109 Rue du 8 mai 1945,5,5,0,0,0,nonexistent,Nanterre,nanterre-8mai1945-109,STATION,92000,operational,1,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 07:13:00
3010,34 avenue du CimetiÃ¨re Parisien,2,2,0,0,0,nonexistent,Pantin,pantin-cimetiereparisien-34,STATION,93500,operational,4,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 01:35:00
3011,28 rue Ãdouard Vaillant,3,3,0,0,0,nonexistent,Saint-Ouen,saintouen-edouardvaillant-28,STATION,93400,operational,4,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 21:42:00
3012,8 Boulevard Richard Lenoir,3,3,0,0,0,operational,Paris,paris-richardlenoir-8,STATION,75011,operational,1,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 18:14:00
3013,40 avenue Pierre Kerautret,3,3,0,0,0,nonexistent,Romainville,romainville-pierrekerautret-40,SPACE,93230,operational,3,full_station,ok,operational,2018-04-08 00:00:00,2020-05-29 01:30:00
3014,55 rue d'Auteuil,0,0,1,1,0,nonexistent,Paris,paris-auteuil-55,STATION,75016,operational,1,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 17:50:00
3015,6 Rue Adolphe Yvon,5,5,0,0,0,operational,Paris,paris-adolpheyvon-6,STATION,75016,operational,0,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 14:15:00
3016,88 rue de Bercy,2,2,0,0,1,operational,Paris,paris-bercy-88,STATION,75012,operational,4,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 10:25:00
3017,1 Rue Dieumegard,3,3,0,0,0,nonexistent,Saint-Ouen,saintouen-dieumegard-1,STATION,93400,operational,1,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 23:38:00
3018,49 avenue de l'Arche,0,0,0,0,0,nonexistent,Courbevoie,courbevoie-arche-49,STATION,92400,operational,4,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 19:19:00
3019,109 avenue FÃ©lix Faure,1,1,0,0,0,operational,Paris,paris-felixfaure-109,SPACE,75015,operational,3,full_station,ok,broken,2018-04-06 00:00:00,2020-05-29 22:05:00
3020,104 avenue Ledru Rollin,0,0,0,0,1,operational,Paris,paris-ledrurollin-104,STATION,75011,operational,1,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 12:30:00
3021,2 Rue Marcelin Berthelot,0,0,0,0,0,nonexistent,Drancy,drancy-marcelinberthelot-2,STATION,93700,operational,4,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 10:01:00
3022,1 Place Ferrari,0,0,0,0,0,nonexistent,Clamart,clamart-ferrari-1,STATION,92140,operational,5,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 11:42:00
3023,92 rue Pierre Brossolette,0,0,0,0,0,nonexistent,Yerres,yerres-pierrebrossolette-92,STATION,91330,operational,7,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 14:26:00
3024,10 avenue Georges ClÃ©menceau,5,5,1,1,0,nonexistent,Nogent-sur-Marne,nogentsurmarne-georgesclemenceau-10,STATION,94130,operational,0,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 07:47:00
3025,89 Rue des PyrÃ©nÃ©es,1,1,0,0,1,operational,Paris,paris-pyrenees-89,STATION,75020,operational,5,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 19:44:00
3026,77 Rue Jean de la Fontaine,1,1,0,0,0,nonexistent,Paris,paris-jeandelafontaine-77,STATION,75016,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 12:54:00
3027,1 Rue de la Meurthe,4,4,0,0,0,operational,Paris,paris-meurthe-1,STATION,75019,operational,1,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 10:43:00
3028,37 rue la BoÃ©tie,0,0,0,0,0,operational,Paris,paris-laboetie-37,STATION,75008,operational,4,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 07:05:00
3029,36 rue Saint-Maur,0,0,0,0,0,nonexistent,Paris,paris-saintmaur-36,STATION,75011,operational,4,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 09:21:00
3030,59 boulevard Saint-Jacques,5,5,0,0,0,operational,Paris,paris-saintjacques-59,STATION,75014,operational,0,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 05:23:00
3031,168 bis rue Cardinet,3,3,0,0,0,nonexistent,Paris,paris-cardinet-parking,PARKING,75017,operational,3,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 11:07:00
3032,62 rue Victor Beausse,6,6,0,0,0,nonexistent,Montreuil,montreuil-victorbeausse-62,STATION,93100,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 00:02:00
3033,41 boulevard de Rochechouart,4,4,0,0,0,nonexistent,Paris,paris-anvers-parking,PARKING,75009,operational,2,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 11:56:00
3034,1 avenue Hoche,4,4,0,0,0,nonexistent,Nanterre,nanterre-hoche-1,STATION,92000,operational,2,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 07:49:00
3035,1 rue de YÃ©limanÃ©,1,1,0,0,0,nonexistent,Montreuil,montreuil-yelimane-1,STATION,93100,operational,1,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 21:02:00
3036,130 rue de la Porte de Trivaux,3,3,0,0,0,nonexistent,Clamart,clamart-portedetrivaux-130,STATION,92140,operational,3,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 08:30:00
3037,18 Place Mozart,1,1,0,1,0,nonexistent,Joinville-le-Pont,joinvillelepont-mozart-18,STATION,94340,operational,3,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 06:29:00
3038,1 rue des Bois,1,1,0,0,0,nonexistent,Paris,paris-bois-1,STATION,75019,operational,1,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 19:17:00
3039,4 rue Massenet,2,2,0,0,0,operational,Courbevoie,courbevoie-massenet-4,SPACE,92400,operational,0,full_station,ok,broken,2018-04-07 00:00:00,2020-05-29 18:55:00
3040,3 rue Roger Salengro,2,2,0,0,0,nonexistent,Drancy,drancy-rogersalengro-3,STATION,93700,operational,2,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 18:33:00
3041,1 place Aristide Briand,3,3,0,1,0,nonexistent,Argenteuil,argenteuil-aristidebriand-1,STATION,95100,operational,3,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 21:01:00
3042,170 boulevard Pereire,2,2,0,0,0,operational,Paris,paris-pereire-170,STATION,75017,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 21:24:00
3043,46 Rue Pernety,0,0,0,0,0,nonexistent,Paris,paris-pernety-46,STATION,75014,operational,4,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 21:00:00
3044,125 Avenue Louis Roche,4,4,0,0,0,nonexistent,Gennevilliers,gennevilliers-louisroche-125,STATION,92230,operational,2,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 12:09:00
3045,26 rue Berbier du Mets,0,0,0,0,0,nonexistent,Paris,paris-berbierdumets-26,STATION,75013,operational,4,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 11:41:00
3046,24 Avenue du Pont Royal,6,6,0,0,0,nonexistent,Cachan,cachan-pontroyal-24,STATION,94230,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 22:55:00
3047,1 allÃ©e Parc LagravÃ¨re,7,7,0,0,0,nonexistent,Colombes,colombes-parclagravere-1,STATION,92700,operational,0,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 12:39:00
3048,127 Quai de Stalingrad,2,2,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-stalingrad-127,STATION,92130,operational,3,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 03:16:00
3049,52 rue Charles Hermite,0,0,0,0,0,broken,Paris,paris-charleshermite-52,STATION,75018,broken,0,station,closed,nonexistent,2018-04-05 00:00:00,2020-05-29 12:39:00
3050,2 rue de Fleurus,0,0,0,0,1,operational,Paris,paris-fleurus-2,STATION,75006,operational,3,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 17:59:00
